"OrderID","ProductID","CategoryID","SupplierID","SupplierName","ContactName","Address","City","PostalCode","Country","Phone","ProductName","Unit","Price","CategoryName","Description","OrderDetailID","Quantity","orderdate"
"10290","49","3","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Maxilaku","24 - 50 g pkgs.","20","Confections","Desserts, candies, and sweet breads","114","15","1996-08-27"
"10290","77","2","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Original Frankfurter grüne Soße","12 boxes","13","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","115","10","1996-08-27"
"10291","13","8","6","Mayumi's","Mayumi Ohno","92 Setsuko Chuo-ku","Osaka","545","Japan","(06) 431-7877","Konbu","2 kg box","6","Seafood","Seaweed and fish","116","20","1996-08-27"
"10291","44","2","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Gula Malacca","20 - 2 kg bags","19.45","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","117","24","1996-08-27"
"10291","51","7","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Manjimup Dried Apples","50 - 300 g pkgs.","53","Produce","Dried fruit and bean curd","118","2","1996-08-27"
"10292","20","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Sir Rodney's Marmalade","30 gift boxes","81","Confections","Desserts, candies, and sweet breads","119","20","1996-08-28"
"10293","18","8","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Carnarvon Tigers","16 kg pkg.","62.5","Seafood","Seaweed and fish","120","12","1996-08-29"
"10293","24","1","10","Refrescos Americanas LTDA","Carlos Diaz","Av. das Americanas 12.890","São Paulo","5442","Brazil","(11) 555 4640","Guaraná Fantástica","12 - 355 ml cans","4.5","Beverages","Soft drinks, coffees, teas, beers, and ales","121","10","1996-08-29"
"10293","63","2","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Vegie-spread","15 - 625 g jars","43.9","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","122","5","1996-08-29"
"10293","75","1","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rhönbräu Klosterbier","24 - 0.5 l bottles","7.75","Beverages","Soft drinks, coffees, teas, beers, and ales","123","6","1996-08-29"
"10294","1","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chais","10 boxes x 20 bags","18","Beverages","Soft drinks, coffees, teas, beers, and ales","124","18","1996-08-30"
"10294","17","6","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Alice Mutton","20 - 1 kg tins","39","Meat/Poultry","Prepared meats","125","15","1996-08-30"
"10294","43","1","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Ipoh Coffee","16 - 500 g tins","46","Beverages","Soft drinks, coffees, teas, beers, and ales","126","15","1996-08-30"
"10294","60","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Camembert Pierrot","15 - 300 g rounds","34","Dairy Products","Cheeses","127","21","1996-08-30"
"10294","75","1","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rhönbräu Klosterbier","24 - 0.5 l bottles","7.75","Beverages","Soft drinks, coffees, teas, beers, and ales","128","6","1996-08-30"
"10295","56","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Gnocchi di nonna Alice","24 - 250 g pkgs.","38","Grains/Cereals","Breads, crackers, pasta, and cereal","129","4","1996-09-02"
"10296","11","4","5","Cooperativa de Quesos 'Las Cabras'","Antonio del Valle Saavedra","Calle del Rosal 4","Oviedo","33007","Spain","(98) 598 76 54","Queso Cabrales","1 kg pkg.","21","Dairy Products","Cheeses","130","12","1996-09-03"
"10296","16","3","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Pavlova","32 - 500 g boxes","17.45","Confections","Desserts, candies, and sweet breads","131","30","1996-09-03"
"10296","69","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Gudbrandsdalsost","10 kg pkg.","36","Dairy Products","Cheeses","132","15","1996-09-03"
"10297","39","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Chartreuse verte","750 cc per bottle","18","Beverages","Soft drinks, coffees, teas, beers, and ales","133","60","1996-09-04"
"10297","72","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mozzarella di Giovanni","24 - 200 g pkgs.","34.8","Dairy Products","Cheeses","134","20","1996-09-04"
"10298","2","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chang","24 - 12 oz bottles","19","Beverages","Soft drinks, coffees, teas, beers, and ales","135","40","1996-09-05"
"10298","36","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Inlagd Sill","24 - 250 g jars","19","Seafood","Seaweed and fish","136","40","1996-09-05"
"10298","59","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Raclette Courdavault","5 kg pkg.","55","Dairy Products","Cheeses","137","30","1996-09-05"
"10298","62","3","29","Forêts d'érables","Chantal Goulet","148 rue Chasseur","Ste-Hyacinthe","J2S 7S8","Canada","(514) 555-2955","Tarte au sucre","48 pies","49.3","Confections","Desserts, candies, and sweet breads","138","15","1996-09-05"
"10299","19","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Teatime Chocolate Biscuits","10 boxes x 12 pieces","9.2","Confections","Desserts, candies, and sweet breads","139","15","1996-09-06"
"10299","70","1","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Outback Lager","24 - 355 ml bottles","15","Beverages","Soft drinks, coffees, teas, beers, and ales","140","20","1996-09-06"
"10300","66","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Louisiana Hot Spiced Okra","24 - 8 oz jars","17","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","141","30","1996-09-09"
"10300","68","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Scottish Longbreads","10 boxes x 8 pieces","12.5","Confections","Desserts, candies, and sweet breads","142","20","1996-09-09"
"10301","40","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Boston Crab Meat","24 - 4 oz tins","18.4","Seafood","Seaweed and fish","143","10","1996-09-09"
"10301","56","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Gnocchi di nonna Alice","24 - 250 g pkgs.","38","Grains/Cereals","Breads, crackers, pasta, and cereal","144","20","1996-09-09"
"10302","17","6","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Alice Mutton","20 - 1 kg tins","39","Meat/Poultry","Prepared meats","145","40","1996-09-10"
"10302","28","7","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rössle Sauerkraut","25 - 825 g cans","45.6","Produce","Dried fruit and bean curd","146","28","1996-09-10"
"10302","43","1","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Ipoh Coffee","16 - 500 g tins","46","Beverages","Soft drinks, coffees, teas, beers, and ales","147","12","1996-09-10"
"10303","40","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Boston Crab Meat","24 - 4 oz tins","18.4","Seafood","Seaweed and fish","148","40","1996-09-11"
"10303","65","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","21.05","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","149","30","1996-09-11"
"10303","68","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Scottish Longbreads","10 boxes x 8 pieces","12.5","Confections","Desserts, candies, and sweet breads","150","15","1996-09-11"
"10304","49","3","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Maxilaku","24 - 50 g pkgs.","20","Confections","Desserts, candies, and sweet breads","151","30","1996-09-12"
"10304","59","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Raclette Courdavault","5 kg pkg.","55","Dairy Products","Cheeses","152","10","1996-09-12"
"10304","71","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Fløtemysost","10 - 500 g pkgs.","21.5","Dairy Products","Cheeses","153","2","1996-09-12"
"10305","18","8","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Carnarvon Tigers","16 kg pkg.","62.5","Seafood","Seaweed and fish","154","25","1996-09-13"
"10305","29","6","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Thüringer Rostbratwurst","50 bags x 30 sausgs.","123.79","Meat/Poultry","Prepared meats","155","25","1996-09-13"
"10305","39","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Chartreuse verte","750 cc per bottle","18","Beverages","Soft drinks, coffees, teas, beers, and ales","156","30","1996-09-13"
"10306","30","8","13","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a","Cuxhaven","27478","Germany","(04721) 8713","Nord-Ost Matjeshering","10 - 200 g glasses","25.89","Seafood","Seaweed and fish","157","10","1996-09-16"
"10306","53","6","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Perth Pasties","48 pieces","32.8","Meat/Poultry","Prepared meats","158","10","1996-09-16"
"10306","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","159","5","1996-09-16"
"10307","62","3","29","Forêts d'érables","Chantal Goulet","148 rue Chasseur","Ste-Hyacinthe","J2S 7S8","Canada","(514) 555-2955","Tarte au sucre","48 pies","49.3","Confections","Desserts, candies, and sweet breads","160","10","1996-09-17"
"10307","68","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Scottish Longbreads","10 boxes x 8 pieces","12.5","Confections","Desserts, candies, and sweet breads","161","3","1996-09-17"
"10308","69","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Gudbrandsdalsost","10 kg pkg.","36","Dairy Products","Cheeses","162","1","1996-09-18"
"10308","70","1","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Outback Lager","24 - 355 ml bottles","15","Beverages","Soft drinks, coffees, teas, beers, and ales","163","5","1996-09-18"
"10309","4","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Chef Anton's Cajun Seasoning","48 - 6 oz jars","22","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","164","20","1996-09-19"
"10309","6","2","3","Grandma Kelly's Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor","48104","USA","(313) 555-5735","Grandma's Boysenberry Spread","12 - 8 oz jars","25","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","165","30","1996-09-19"
"10309","42","5","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.","14","Grains/Cereals","Breads, crackers, pasta, and cereal","166","2","1996-09-19"
"10309","43","1","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Ipoh Coffee","16 - 500 g tins","46","Beverages","Soft drinks, coffees, teas, beers, and ales","167","20","1996-09-19"
"10309","71","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Fløtemysost","10 - 500 g pkgs.","21.5","Dairy Products","Cheeses","168","3","1996-09-19"
"10310","16","3","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Pavlova","32 - 500 g boxes","17.45","Confections","Desserts, candies, and sweet breads","169","10","1996-09-20"
"10310","62","3","29","Forêts d'érables","Chantal Goulet","148 rue Chasseur","Ste-Hyacinthe","J2S 7S8","Canada","(514) 555-2955","Tarte au sucre","48 pies","49.3","Confections","Desserts, candies, and sweet breads","170","5","1996-09-20"
"10311","42","5","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.","14","Grains/Cereals","Breads, crackers, pasta, and cereal","171","6","1996-09-20"
"10311","69","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Gudbrandsdalsost","10 kg pkg.","36","Dairy Products","Cheeses","172","7","1996-09-20"
"10312","28","7","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rössle Sauerkraut","25 - 825 g cans","45.6","Produce","Dried fruit and bean curd","173","4","1996-09-23"
"10312","43","1","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Ipoh Coffee","16 - 500 g tins","46","Beverages","Soft drinks, coffees, teas, beers, and ales","174","24","1996-09-23"
"10312","53","6","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Perth Pasties","48 pieces","32.8","Meat/Poultry","Prepared meats","175","20","1996-09-23"
"10312","75","1","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rhönbräu Klosterbier","24 - 0.5 l bottles","7.75","Beverages","Soft drinks, coffees, teas, beers, and ales","176","10","1996-09-23"
"10313","36","8","17","Svensk Sjöföda AB","Michael Björn","Brovallavägen 231","Stockholm","S-123 45","Sweden","08-123 45 67","Inlagd Sill","24 - 250 g jars","19","Seafood","Seaweed and fish","177","12","1996-09-24"
"10314","32","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mascarpone Fabioli","24 - 200 g pkgs.","32","Dairy Products","Cheeses","178","40","1996-09-25"
"10314","58","8","27","Escargots Nouveaux","Marie Delamare","22, rue H. Voiron","Montceau","71300","France","85.57.00.07","Escargots de Bourgogne","24 pieces","13.25","Seafood","Seaweed and fish","179","30","1996-09-25"
"10314","62","3","29","Forêts d'érables","Chantal Goulet","148 rue Chasseur","Ste-Hyacinthe","J2S 7S8","Canada","(514) 555-2955","Tarte au sucre","48 pies","49.3","Confections","Desserts, candies, and sweet breads","180","25","1996-09-25"
"10315","34","1","16","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210","Bend","97101","USA","(503) 555-9931","Sasquatch Ale","24 - 12 oz bottles","14","Beverages","Soft drinks, coffees, teas, beers, and ales","181","14","1996-09-26"
"10315","70","1","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Outback Lager","24 - 355 ml bottles","15","Beverages","Soft drinks, coffees, teas, beers, and ales","182","30","1996-09-26"
"10316","41","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Jack's New England Clam Chowder","12 - 12 oz cans","9.65","Seafood","Seaweed and fish","183","10","1996-09-27"
"10316","62","3","29","Forêts d'érables","Chantal Goulet","148 rue Chasseur","Ste-Hyacinthe","J2S 7S8","Canada","(514) 555-2955","Tarte au sucre","48 pies","49.3","Confections","Desserts, candies, and sweet breads","184","70","1996-09-27"
"10317","1","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chais","10 boxes x 20 bags","18","Beverages","Soft drinks, coffees, teas, beers, and ales","185","20","1996-09-30"
"10318","41","8","19","New England Seafood Cannery","Robb Merchant","Order Processing Dept. 2100 Paul Revere Blvd.","Boston","2134","USA","(617) 555-3267","Jack's New England Clam Chowder","12 - 12 oz cans","9.65","Seafood","Seaweed and fish","186","20","1996-10-01"
"10318","76","1","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Lakkalikööri","500 ml","18","Beverages","Soft drinks, coffees, teas, beers, and ales","187","6","1996-10-01"
"10319","17","6","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Alice Mutton","20 - 1 kg tins","39","Meat/Poultry","Prepared meats","188","8","1996-10-02"
"10319","28","7","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rössle Sauerkraut","25 - 825 g cans","45.6","Produce","Dried fruit and bean curd","189","14","1996-10-02"
"10319","76","1","23","Karkki Oy","Anne Heikkonen","Valtakatu 12","Lappeenranta","53120","Finland","(953) 10956","Lakkalikööri","500 ml","18","Beverages","Soft drinks, coffees, teas, beers, and ales","190","30","1996-10-02"
"10320","71","4","15","Norske Meierier","Beate Vileid","Hatlevegen 5","Sandvika","1320","Norway","(0)2-953010","Fløtemysost","10 - 500 g pkgs.","21.5","Dairy Products","Cheeses","191","30","1996-10-03"
"10321","35","1","16","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210","Bend","97101","USA","(503) 555-9931","Steeleye Stout","24 - 12 oz bottles","18","Beverages","Soft drinks, coffees, teas, beers, and ales","192","10","1996-10-03"
"10322","52","5","24","G'day, Mate","Wendy Mackenzie","170 Prince Edward Parade Hunter's Hill","Sydney","2042","Australia","(02) 555-5914","Filo Mix","16 - 2 kg boxes","7","Grains/Cereals","Breads, crackers, pasta, and cereal","193","20","1996-10-04"
"10323","15","2","6","Mayumi's","Mayumi Ohno","92 Setsuko Chuo-ku","Osaka","545","Japan","(06) 431-7877","Genen Shouyu","24 - 250 ml bottles","15.5","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","194","5","1996-10-07"
"10323","25","3","11","Heli Süßwaren GmbH & Co. KG","Petra Winkler","Tiergartenstraße 5","Berlin","10785","Germany","(010) 9984510","NuNuCa Nuß-Nougat-Creme","20 - 450 g glasses","14","Confections","Desserts, candies, and sweet breads","195","4","1996-10-07"
"10323","39","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Chartreuse verte","750 cc per bottle","18","Beverages","Soft drinks, coffees, teas, beers, and ales","196","4","1996-10-07"
"10324","16","3","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Pavlova","32 - 500 g boxes","17.45","Confections","Desserts, candies, and sweet breads","197","21","1996-10-08"
"10324","35","1","16","Bigfoot Breweries","Cheryl Saylor","3400 - 8th Avenue Suite 210","Bend","97101","USA","(503) 555-9931","Steeleye Stout","24 - 12 oz bottles","18","Beverages","Soft drinks, coffees, teas, beers, and ales","198","70","1996-10-08"
"10324","46","8","21","Lyngbysild","Niels Petersen","Lyngbysild Fiskebakken 10","Lyngby","2800","Denmark","43844108","Spegesild","4 - 450 g glasses","12","Seafood","Seaweed and fish","199","30","1996-10-08"
"10324","59","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Raclette Courdavault","5 kg pkg.","55","Dairy Products","Cheeses","200","40","1996-10-08"
"10324","63","2","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Vegie-spread","15 - 625 g jars","43.9","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","201","80","1996-10-08"
"10325","6","2","3","Grandma Kelly's Homestead","Regina Murphy","707 Oxford Rd.","Ann Arbor","48104","USA","(313) 555-5735","Grandma's Boysenberry Spread","12 - 8 oz jars","25","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","202","6","1996-10-09"
"10325","13","8","6","Mayumi's","Mayumi Ohno","92 Setsuko Chuo-ku","Osaka","545","Japan","(06) 431-7877","Konbu","2 kg box","6","Seafood","Seaweed and fish","203","12","1996-10-09"
"10325","14","7","6","Mayumi's","Mayumi Ohno","92 Setsuko Chuo-ku","Osaka","545","Japan","(06) 431-7877","Tofu","40 - 100 g pkgs.","23.25","Produce","Dried fruit and bean curd","204","9","1996-10-09"
"10325","31","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Gorgonzola Telino","12 - 100 g pkgs","12.5","Dairy Products","Cheeses","205","4","1996-10-09"
"10325","72","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mozzarella di Giovanni","24 - 200 g pkgs.","34.8","Dairy Products","Cheeses","206","40","1996-10-09"
"10326","4","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Chef Anton's Cajun Seasoning","48 - 6 oz jars","22","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","207","24","1996-10-10"
"10326","57","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Ravioli Angelo","24 - 250 g pkgs.","19.5","Grains/Cereals","Breads, crackers, pasta, and cereal","208","16","1996-10-10"
"10326","75","1","12","Plutzer Lebensmittelgroßmärkte AG","Martin Bein","Bogenallee 51","Frankfurt","60439","Germany","(069) 992755","Rhönbräu Klosterbier","24 - 0.5 l bottles","7.75","Beverages","Soft drinks, coffees, teas, beers, and ales","209","50","1996-10-10"
"10327","2","1","1","Exotic Liquid","Charlotte Cooper","49 Gilbert St.","Londona","EC1 4SD","UK","(171) 555-2222","Chang","24 - 12 oz bottles","19","Beverages","Soft drinks, coffees, teas, beers, and ales","210","25","1996-10-11"
"10327","11","4","5","Cooperativa de Quesos 'Las Cabras'","Antonio del Valle Saavedra","Calle del Rosal 4","Oviedo","33007","Spain","(98) 598 76 54","Queso Cabrales","1 kg pkg.","21","Dairy Products","Cheeses","211","50","1996-10-11"
"10327","30","8","13","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a","Cuxhaven","27478","Germany","(04721) 8713","Nord-Ost Matjeshering","10 - 200 g glasses","25.89","Seafood","Seaweed and fish","212","35","1996-10-11"
"10327","58","8","27","Escargots Nouveaux","Marie Delamare","22, rue H. Voiron","Montceau","71300","France","85.57.00.07","Escargots de Bourgogne","24 pieces","13.25","Seafood","Seaweed and fish","213","30","1996-10-11"
"10328","59","4","28","Gai pâturage","Eliane Noz","Bat. B 3, rue des Alpes","Annecy","74000","France","38.76.98.06","Raclette Courdavault","5 kg pkg.","55","Dairy Products","Cheeses","214","9","1996-10-14"
"10328","65","2","2","New Orleans Cajun Delights","Shelley Burke","P.O. Box 78934","New Orleans","70117","USA","(100) 555-4822","Louisiana Fiery Hot Pepper Sauce","32 - 8 oz bottles","21.05","Condiments","Sweet and savory sauces, relishes, spreads, and seasonings","215","40","1996-10-14"
"10328","68","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Scottish Longbreads","10 boxes x 8 pieces","12.5","Confections","Desserts, candies, and sweet breads","216","10","1996-10-14"
"10329","19","3","8","Specialty Biscuits, Ltd.","Peter Wilson","29 King's Way","Manchester","M14 GSD","UK","(161) 555-4448","Teatime Chocolate Biscuits","10 boxes x 12 pieces","9.2","Confections","Desserts, candies, and sweet breads","217","10","1996-10-15"
"10329","30","8","13","Nord-Ost-Fisch Handelsgesellschaft mbH","Sven Petersen","Frahmredder 112a","Cuxhaven","27478","Germany","(04721) 8713","Nord-Ost Matjeshering","10 - 200 g glasses","25.89","Seafood","Seaweed and fish","218","8","1996-10-15"
"10329","38","1","18","Aux joyeux ecclésiastiques","Guylène Nodier","203, Rue des Francs-Bourgeois","Paris","75004","France","(1) 03.83.00.68","Côte de Blaye","12 - 75 cl bottles","263.5","Beverages","Soft drinks, coffees, teas, beers, and ales","219","20","1996-10-15"
"10329","56","5","26","Pasta Buttini s.r.l.","Giovanni Giudici","Via dei Gelsomini, 153","Salerno","84100","Italy","(089) 6547665","Gnocchi di nonna Alice","24 - 250 g pkgs.","38","Grains/Cereals","Breads, crackers, pasta, and cereal","220","12","1996-10-15"
"10330","26","3","11","Heli Süßwaren GmbH & Co. KG","Petra Winkler","Tiergartenstraße 5","Berlin","10785","Germany","(010) 9984510","Gumbär Gummibärchen","100 - 250 g bags","31.23","Confections","Desserts, candies, and sweet breads","221","50","1996-10-16"
"10330","72","4","14","Formaggi Fortini s.r.l.","Elio Rossi","Viale Dante, 75","Ravenna","48100","Italy","(0544) 60323","Mozzarella di Giovanni","24 - 200 g pkgs.","34.8","Dairy Products","Cheeses","222","25","1996-10-16"
"10331","54","6","25","Ma Maison","Jean-Guy Lauzon","2960 Rue St. Laurent","Montréal","H1J 1C3","Canada","(514) 555-9022","Tourtière","16 pies","7.45","Meat/Poultry","Prepared meats","223","15","1996-10-16"
"10332","18","8","7","Pavlova, Ltd.","Ian Devling","74 Rose St. Moonie Ponds","Melbourne","3058","Australia","(03) 444-2343","Carnarvon Tigers","16 kg pkg.","62.5","Seafood","Seaweed and fish","224","40","1996-10-17"
"10332","42","5","20","Leka Trading","Chandra Leka","471 Serangoon Loop, Suite #402","Singapore","512","Singapore","555-8787","Singaporean Hokkien Fried Mee","32 - 1 kg pkgs.","14","Grains/Cereals","Breads, crackers, pasta, and cereal","225","10","1996-10-17"
"10332","47","3","22","Zaanse Snoepfabriek","Dirk Luchte","Verkoop Rijnweg 22","Zaandam","9999 ZZ","Netherlands","(12345) 1212","Zaanse koeken","10 - 4 oz boxes","9.5","Confections","Desserts, candies, and sweet breads","226","16","1996-10-17"
